Release Year,Title,Origin/Ethnicity,Director,Cast,Genre,Wiki Page,Plot,Processed_Plot
1929,Queen of the Night Clubs,American,Bryan Foy,"Texas Guinan, Lila Lee",musical,https://en.wikipedia.org/wiki/Queen_of_the_Night_Clubs,"After working as a hostess for Nick and Andy, Tex Malone leaves their employ and opens a club of her own. Looking for talent to book for the floor show, Tex hires Bee Walters and thereby breaks up Bee's act with Eddie Parr. Andy spitefully kills Tex's friend, Holland, and young Eddie is arrested for the crime on circumstantial evidence. Tex then learns from Eddie's father, Phil, that Eddie is her long-lost son. At the trial, Tex comes to Eddie's defense and persuades one member of the jury that there is reasonable doubt of Eddie's guilt. The jury repairs to Tex's club, where Tex discovers a piece of evidence that conclusively links Andy with the murder. Eddie is freed, and Tex and Phil get together for a second honeymoon.",work hostess nick andi tex malon leav employ open club look talent book floor show tex hire bee walter therebi break bee act eddi parr andi spite kill tex friend holland young eddi arrest crime circumstanti evid tex learn eddi father phil eddi longlost son trial tex come eddi defens persuad one member juri reason doubt eddi guilt juri repair tex club tex discov piec evid conclus link andi murder eddi freed tex phil get togeth second honeymoon
1929,Redskin,American,Victor Schertzinger,"Richard Dix, Jane Novak",drama,https://en.wikipedia.org/wiki/Redskin_(film),"After attending preparatory school and college in the Eastern United States, Wing Foot (Richard Dix) returns to his Navajo tribe and renounces their customs and beliefs, becoming an outcast among his own people. He later secretly visits the village of a rival tribe in order to see Corn Blossom (Julie Carter), his sweetheart, who has also been to school in the East. Her people discover his presence, and he is forced to flee into the desert, where he discovers oil. White prospectors also find the oil, and Wing Foot races them to the claim office, filing his claim first. Faced with marriage to a man she does not love, Corn Blossom takes refuge in the Navajo village. Her people come to take her back, and a pitched battle between the tribes is averted only when Wing Foot arrives and tells both tribes of the new good fortune of the Indian nations. He then claims Corn Blossom as his own.",attend preparatori school colleg eastern unit state wing foot richard dix return navajo tribe renounc custom belief becom outcast among peopl later secretli visit villag rival tribe order see corn blossom juli carter sweetheart also school east peopl discov presenc forc flee desert discov oil white prospector also find oil wing foot race claim offic file claim first face marriag man love corn blossom take refug navajo villag peopl come take back pitch battl tribe avert wing foot arriv tell tribe new good fortun indian nation claim corn blossom
1929,Rio Rita,American,Luther Reed,"Bebe Daniels, Bert Wheeler, Robert Woolsey",musical comedy,https://en.wikipedia.org/wiki/Rio_Rita_(1929_film),"Bert Wheeler plays Chick Bean, a New York bootlegger who comes to the Mexican town of San Lucas to get a divorce so he can marry Dolly (Dorothy Lee). After the wedding, Ned Levitt (Robert Woolsey), Chick's lawyer, informs Chick the divorce was invalid, and advises Wheeler to stay away from his bride.
The Wheeler-Woolsey plot is actually a subplot of the film, and the main story features Bebe Daniels (in her first ""talkie"") as Rita Ferguson, a south-of-the-border beauty pursued by both Texas Ranger Jim Stewart (John Boles) and local warlord General Ravenoff (Georges Renavent). Ranger Jim is pursuing the notorious bandit Kinkajou along the Rio Grande, but is reluctant to openly accuse Rita's brother, Roberto (Don Alvarado), as the Kinkajou because he is in love with Rita.
Ravenoff successfully convinces Rita to spurn Ranger Jim on the pretext that Jim will arrest Roberto. Rita unhappily agrees to marry Ravenoff to prevent him from exposing Roberto as the Kinkajou. Meanwhile, Wheeler's first wife, Katie (Helen Kaiser), shows up to accuse him of bigamy, but conveniently falls in love with Woolsey.
At this point, the film switches into Technicolor. During the wedding ceremony aboard Ravenoff's private barge, Ranger Jim cuts the craft's ropes so that it drifts north of the Rio Grande. The Texas Rangers storm the barge, arrest Ravenoff as the real Kinkajou just in time to prevent the wedding, and Roberto is revealed to be a member of the Mexican Secret Service. Jim takes Rita's hand in marriage and Roberto escorts Ravenoff back to Mexico for trial.",bert wheeler play chick bean new york bootlegg come mexican town san luca get divorc marri dolli dorothi lee wed ned levitt robert woolsey chick lawyer inform chick divorc invalid advis wheeler stay away bride wheelerwoolsey plot actual subplot film main stori featur bebe daniel first talki rita ferguson southofthebord beauti pursu texa ranger jim stewart john bole local warlord gener ravenoff georg renav ranger jim pursu notori bandit kinkaj along rio grand reluct openli accus rita brother roberto alvarado kinkaj love rita ravenoff success convinc rita spurn ranger jim pretext jim arrest roberto rita unhappili agre marri ravenoff prevent expos roberto kinkaj meanwhil wheeler first wife kati helen kaiser show accus bigami conveni fall love woolsey point film switch technicolor wed ceremoni aboard ravenoff privat barg ranger jim cut craft rope drift north rio grand texa ranger storm barg arrest ravenoff real kinkaj time prevent wed roberto reveal member mexican secret servic jim take rita hand marriag roberto escort ravenoff back mexico trial
1929,The River,American,Frank Borzage,"Charles Farrell, Mary Duncan",drama,https://en.wikipedia.org/wiki/The_River_(1929_film),Allen John Spender (Charles Farrell) is a virile outdoorsman and Rosalee (Mary Duncan) is his high society sweetheart.[3],allen john spender charl farrel viril outdoorsman rosale mari duncan high societi sweetheart3
1929,Sally,American,John Francis Dillon,"Marilyn Miller, Alexander Gray",musical comedy,https://en.wikipedia.org/wiki/Sally_(1929_film),"Sally (Marilyn Miller) plays the part of an orphan who had been abandoned as a baby at the Bowling Green telephone exchange. While growing up in an orphanage, she discovered the joy of dancing. In an attempt to save money enough to become a dancer, Sally began working at odd jobs. While working as a waitress, a man named Blair (Alexander Gray) begins coming to her work regularly to see her. They both soon fall for each other.
Sally, however, does not know that Blair has been forced into an engagement by his family with a socialite named Marcia (Nora Lane). One day, a theatrical agent shows up at Sally's work (T. Roy Barnes) and gives her a chance to audition for a job. Sally, however, ends up losing her job and the opportunity when she drops a tray of food into Barnes' lap. Eventually, Sally gets another job at the Elm Tree Inn, which is managed by Ford Sterling. Blair drops in one day and immediately takes an interest in Sally. He convinces Sterling to have Sally dance for his customers. While she is performing one day, the theatrical agent (T. Roy Barnes) notices her and convinces Sally to impersonate a famous Russian dancer named Noskerova at a party being given by Maude Turner Gordon. At that engagement, she is found to be an imposter and is asked to leave. Before Sally leaves, however, she hears the announcement of Blair's engagement to Marcia. Undaunted, she proceeds with her life and eventually becomes a star on Broadway. Unfortunately she never forgets Blair and becomes terribly depressed until...",salli marilyn miller play part orphan abandon babi bowl green telephon exchang grow orphanag discov joy danc attempt save money enough becom dancer salli began work odd job work waitress man name blair alexand gray begin come work regularli see soon fall salli howev know blair forc engag famili socialit name marcia nora lane one day theatric agent show salli work roy barn give chanc audit job salli howev end lose job opportun drop tray food barn lap eventu salli get anoth job elm tree inn manag ford sterl blair drop one day immedi take interest salli convinc sterl salli danc custom perform one day theatric agent roy barn notic convinc salli imperson famou russian dancer name noskerova parti given maud turner gordon engag found impost ask leav salli leav howev hear announc blair engag marcia undaunt proce life eventu becom star broadway unfortun never forget blair becom terribl depress
1929,The Saturday Night Kid,American,A. Edward Sutherland,"Clara Bow, Jean Arthur",romantic comedy,https://en.wikipedia.org/wiki/The_Saturday_Night_Kid,"Set in May 1929, the film focuses on two sisters - Mayme (Clara Bow) and Janie (Jean Arthur) - as they share an apartment in New York City. In daytime, they work as salesgirls at the Ginsberg's department store, and at night they vie for the attention of their colleague Bill (James Hall) and fight over Janie's selfish and reckless behavior, such as stealing Mayme's clothes and hitchhiking to work with strangers. Bill prefers Mayme over Janie and constantly shows his affection for her. This upsets Janie, who schemes to break up the couple.
One day at work, Bill is promoted to floorwalker, while Janie is made treasurer of the benefit pageant. Mayme, however, is not granted a promotion, but gets heavily criticized for constantly being late at work by the head of personnel, Miss Streeter (Edna May Oliver).",set may 1929 film focus two sister maym clara bow jani jean arthur share apart new york citi daytim work salesgirl ginsberg depart store night vie attent colleagu bill jame hall fight jani selfish reckless behavior steal maym cloth hitchhik work stranger bill prefer maym jani constantli show affect upset jani scheme break coupl one day work bill promot floorwalk jani made treasur benefit pageant maym howev grant promot get heavili critic constantli late work head personnel miss streeter edna may oliv
1929,Say It with Songs,American,Lloyd Bacon,"Al Jolson, Davey Lee",musical,https://en.wikipedia.org/wiki/Say_It_with_Songs,"Joe Lane, radio entertainer and songwriter, learns that the manager of the studio, Arthur Phillips, has made improper advances to his wife, Katherine. Infuriated, Lane engages him in a fight, and the encounter results in Phillips' accidental death. Joe goes to prison and soon insists that Katherine divorce him, for her and their son's sake, and marry her employer, Dr. Merrill, since Joe has learned the doctor has feelings for Katherine and would provide for them well. When Joe is released he visits his son, Little Pal, at school and they embrace during outdoor recess. Joe says goodbye when recess is over, but Little Pal follows Joe downtown and is soon struck by a truck, causing the paralysis of his legs and loss of his voice.
Joe takes the boy to Dr. Merrill, who long ago proposed to Katherine, but she had politely declined and told the doctor that she still loved Joe. Dr. Merrill says he will either operate for free if Joe relinquishes Little Pal to his mother's care or charge a large fee if Joe insists on keeping the boy to himself. Joe panics and leaves with the boy, but soon realizes his mistake and brings Little Pal back for the surgery. After obtaining Joe's promise that he will return Little Pal to his mother, Merrill operates and restores the use of the boy's legs. Little Pal's voice is regained later when Katherine plays a recording by Joe, ""Little Pal"", at his bedtime and Little Pal dreams of a tender visit with his father holding him in his arms and singing to him. Joe returns to work, singing and also sending personal messages over the airwaves to his wife, who, along with their son, await Joe at their lovely home.",joe lane radio entertain songwrit learn manag studio arthur phillip made improp advanc wife katherin infuri lane engag fight encount result phillip accident death joe goe prison soon insist katherin divorc son sake marri employ dr merril sinc joe learn doctor feel katherin would provid well joe releas visit son littl pal school embrac outdoor recess joe say goodby recess littl pal follow joe downtown soon struck truck caus paralysi leg loss voic joe take boy dr merril long ago propos katherin polit declin told doctor still love joe dr merril say either oper free joe relinquish littl pal mother care charg larg fee joe insist keep boy joe panic leav boy soon realiz mistak bring littl pal back surgeri obtain joe promis return littl pal mother merril oper restor use boy leg littl pal voic regain later katherin play record joe littl pal bedtim littl pal dream tender visit father hold arm sing joe return work sing also send person messag airwav wife along son await joe love home
1929,Seven Faces,American,Berthold Viertel,"Paul Muni, Marguerite Churchill",drama,https://en.wikipedia.org/wiki/Seven_Faces,"A common convention in the early decades of newspaper and magazine film reviews was to describe in the write-up the entire storyline including, in a substantial number of instances, the ending, thus unintentionally enabling subsequent generations of readers to reconstruct a lost film's contents. True to form, those who evaluated Seven Faces, such as Mordaunt Hall of The New York Times,[6] did go into considerable detail regarding plot twists, as related herein below.[7][8][9][10]
Papa Chibou (Paul Muni), the elderly caretaker of Musée Pratouchy, a Parisian wax museum, feels a strong kinship with the figures, particularly with that of Napoleon. He spots at the waxworks a romantic young couple, Georges (Russell Gleason), a lawyer, and Helene (Marguerite Churchill), the daughter of a stern judge (Lester Lonergan) who disapproves of his daughter's choice and forbids her to see Georges. Papa Chibou suggests to them that they can still stay in touch, without disobeying her father's directive not to speak with each other, by placing secret personal messages in the pockets of Napoleon's uniform. However, a missing letter and confusion in communication causes Georges to arrive at the mistaken conclusion that Helene has redirected her affections towards a foolish young man (Walter Rogers), who is unworthy of her and excessively preoccupied with his stylish personal appearance and elegant clothing.
Seeing their lovers' quarrel, Papa Chibou attempts to mollify the heated language, but George and Helene rebuff his soothing words by telling him not to interfere, since as an old man he knows nothing of love. Saddened by this rejection, he dreamily imagines that seven of the museum's waxworks come to life and offer philosophical advice on the intricacies of courtship and love. Don Juan, the legendary 17th century libertine, Napoleon (1769–1821),[11] Franz Schubert (1797–1828), African American boxer Joe Gans (1874–1910),[12] Willie Smith, a Cockney costermonger who became a music hall attraction after winning a lottery-auction known as Calcutta Sweepstakes[13] and a Parisian hypnotist whose purported mastery of dark arts earned him the stage name Diablero (all portrayed by Muni) as well as Catherine the Great (1729–1796) (portrayed by Salka Stenermann) speak to Papa Chibou, each in his or her own unique manner and accent, providing insight and personal experience in their reflections on this very intimate topic.[14][15]
The wax museum is unable to support itself and has to close. The owner, Monsieur Pratouchy (Gustav von Seyffertitz) puts the figures up for auction and Papa Chibou bids his life savings to acquire Napoleon, but is outbid. He then decides to take the waxwork and, while struggling to carry the heavy and unwieldy life-size figure in his arms through Paris streets, attracts public attention and is arrested for theft.
At his trial, the judge is Helene's father, while the defense attorney is Georges, the young romantic, who delivers an impassioned summation vividly describing how the defendant was overcome by patriotic fervor over Napoleon's victories and his contributions to the glory and grandeur of his beloved France. Although the judge finds Papa Chibou guilty, as required by law, he is so impressed that he suspends the punishment and contributes towards the purchase price of the figure which is given to Papa Chibou who then confesses that as an uneducated man he never knew that Napoleon had accomplished all those great deeds and that he simply formed a close attachment to him. ""Then who did you think Napoleon was"", he is asked. ""A sort of murderer"", he replies.[16] At that point, as he straightens Napoleon's pockets, Papa Chibou discovers the overlooked letter which explains and resolves Georges' and Helene's misunderstanding, thus allowing the young lovers an opportunity to declare their true feelings, with her father's blessing.",common convent earli decad newspap magazin film review describ writeup entir storylin includ substanti number instanc end thu unintent enabl subsequ gener reader reconstruct lost film content true form evalu seven face mordaunt hall new york times6 go consider detail regard plot twist relat herein below78910 papa chibou paul muni elderli caretak musé pratouchi parisian wax museum feel strong kinship figur particularli napoleon spot waxwork romant young coupl georg russel gleason lawyer helen marguerit churchil daughter stern judg lester lonergan disapprov daughter choic forbid see georg papa chibou suggest still stay touch without disobey father direct speak place secret person messag pocket napoleon uniform howev miss letter confus commun caus georg arriv mistaken conclus helen redirect affect toward foolish young man walter roger unworthi excess preoccupi stylish person appear eleg cloth see lover quarrel papa chibou attempt mollifi heat languag georg helen rebuff sooth word tell interfer sinc old man know noth love sadden reject dreamili imagin seven museum waxwork come life offer philosoph advic intricaci courtship love juan legendari 17th centuri libertin napoleon 1769–182111 franz schubert 1797–1828 african american boxer joe gan 1874–191012 willi smith cockney costermong becam music hall attract win lotteryauct known calcutta sweepstakes13 parisian hypnotist whose purport masteri dark art earn stage name diablero portray muni well catherin great 1729–1796 portray salka stenermann speak papa chibou uniqu manner accent provid insight person experi reflect intim topic1415 wax museum unabl support close owner monsieur pratouchi gustav von seyffertitz put figur auction papa chibou bid life save acquir napoleon outbid decid take waxwork struggl carri heavi unwieldi lifes figur arm pari street attract public attent arrest theft trial judg helen father defens attorney georg young romant deliv impass summat vividli describ defend overcom patriot fervor napoleon victori contribut glori grandeur belov franc although judg find papa chibou guilti requir law impress suspend punish contribut toward purchas price figur given papa chibou confess uneduc man never knew napoleon accomplish great deed simpli form close attach think napoleon ask sort murder replies16 point straighten napoleon pocket papa chibou discov overlook letter explain resolv georg helen misunderstand thu allow young lover opportun declar true feel father bless
1929,Seven Footprints to Satan,American,Benjamin Christensen,"Thelma Todd, Creighton Hale",horror,https://en.wikipedia.org/wiki/Seven_Footprints_to_Satan,"Jim and Eve, a young society couple, are kidnapped on the eve of Jim's departure for Africa and brought to a mansion that is home to a strange and glamorous Satanic cult.",jim eve young societi coupl kidnap eve jim departur africa brought mansion home strang glamor satan cult
1929,Show Boat,American,Harry A. Pollard,"Laura La Plante, Joseph Schildkraut",romance,https://en.wikipedia.org/wiki/Show_Boat_(1929_film),"The eighteen-year-old Magnolia meets, falls in love with, and elopes with riverboat gambler Gaylord Ravenal.
After the death of Captain Andy, Magnolia, Ravenal, and their daughter Kim leave the boat and go to live in Chicago, where they live off Ravenal's gambling earnings and are alternately rich and poor. Finally, Parthy announces she is coming to visit at a time when Ravenal is completely broke, and, fearing her wrath, he abandons Magnolia and Kim, after which Magnolia finds a job singing at a local club and eventually becomes famous. Years later, Parthy dies, and Magnolia, who had long been estranged from her because of her attitude toward Ravenal, returns to the show boat. Magnolia and Ravenal are reunited on the show boat at the end of the film, and after Parthy's death, Magnolia gives her own inheritance money to her daughter Kim.",eighteenyearold magnolia meet fall love elop riverboat gambler gaylord raven death captain andi magnolia raven daughter kim leav boat go live chicago live raven gambl earn altern rich poor final parthi announc come visit time raven complet broke fear wrath abandon magnolia kim magnolia find job sing local club eventu becom famou year later parthi die magnolia long estrang attitud toward raven return show boat magnolia raven reunit show boat end film parthi death magnolia give inherit money daughter kim
1929,Side Street,American,Malcolm St. Clair,"Owen Moore, Emma Dunn",crime drama,https://en.wikipedia.org/wiki/Side_Street_(1929_film),"The film chronicles the exploits of three Irish brothers. Jimmy is a cop, John is an emergency room doctor, and Dennis, as far as his family is aware of, is a very wealthy businessman, even having paid for John to go to medical school. Their parents, Nora and Tom, are very proud of all three sons. Jimmy is promoted on the police force, and begins the investigation of a murder involving the infamous Muller gang.
As this crime drama unfolds, the viewer is introduced to Dennis's other life. In reality he is a powerful racketeer and bootlegger, but he keeps his two personas separate in order to protect his family from any consequences of his criminal activity. However, when Jimmy's fiancé, Kathleen Doyle, attends a party thrown by Muller at one of his houses. During the party, she inadvertently learns that Silk is a killer hired by Muller, who was responsible for the murder her fiancé is investigating.
Meanwhile, John goes out on an emergency call to care for a man who has been injured in a drunken brawl. While he is treating the injured man, he accidentally discovers that Muller is none other than his brother, Dennis. When Kathleen meets Jimmy and tells him about her discovery, unbeknownst to them, she is overheard by one of Muller's gang, who then plots with the other gang members to ambush and kill Jimmy.
On Thanksgiving, Dennis realizes his cover has been blown, and he realizes his brother, Jimmy, is in danger. He and John rush off to warn Jimmy, but as they arrive at the ambush, Dennis saves his brother, but gets shot by his own men instead. He dies in the arms of both of his brothers, who later tell their parents that he has gone off on another one of his mysterious journeys, perhaps this time for good.",film chronicl exploit three irish brother jimmi cop john emerg room doctor denni far famili awar wealthi businessman even paid john go medic school parent nora tom proud three son jimmi promot polic forc begin investig murder involv infam muller gang crime drama unfold viewer introduc denniss life realiti power racket bootlegg keep two persona separ order protect famili consequ crimin activ howev jimmi fiancé kathleen doyl attend parti thrown muller one hous parti inadvert learn silk killer hire muller respons murder fiancé investig meanwhil john goe emerg call care man injur drunken brawl treat injur man accident discov muller none brother denni kathleen meet jimmi tell discoveri unbeknownst overheard one muller gang plot gang member ambush kill jimmi thanksgiv denni realiz cover blown realiz brother jimmi danger john rush warn jimmi arriv ambush denni save brother get shot men instead die arm brother later tell parent gone anoth one mysteri journey perhap time good
1929,The Single Standard,American,John S. Robertson,"Greta Garbo, Nils Asther, Johnny Mack Brown",romance drama,https://en.wikipedia.org/wiki/The_Single_Standard,"Arden Stuart (Greta Garbo) believes that a single standard of conduct should apply to both sexes. She strives for a combination of freedom, equality, and honesty in love. Her first attempt is with chauffeur Anthony Kendall, who is secretly a disillusioned ""ace aviator"" and son of a lord. However their romance ends in disaster; he commits suicide when he is fired because of it.
Her longtime admirer Tommy Hewlett (Johnny Mack Brown) wants to marry her, but Arden finds fulfillment in a chance encounter with Packy Cannon (Nils Asther), a wealthy ex-prizefighter turned painter. He had planned to cruise the South Seas on his yacht alone, but she impulsively goes with him. After months of idyllic bliss however, he turns around and takes her home, explaining that he needs his full attention for his painting.
Though Tommy knows of Arden's love for Packy, he begs her to marry him anyway. She agrees. Several years go by, and they have a much-beloved son.
However, Packy returns and admits to Arden that he could not stop thinking about her. She is swept away and agrees to sail away with him. Tommy confronts his rival with a gun; he orders Packy to pretend to reject Arden, promising to arrange a hunting ""accident"" for himself, so that Arden can be with Packy without a scandal that would hurt his son. Meanwhile, Arden comes to realize that their child means more to her than anyone else. She tells Packy she cannot go with him. Tommy, unaware of this latest development, arranges his shooting accident, but Arden figures it out in time.",arden stuart greta garbo believ singl standard conduct appli sex strive combin freedom equal honesti love first attempt chauffeur anthoni kendal secretli disillus ace aviat son lord howev romanc end disast commit suicid fire longtim admir tommi hewlett johnni mack brown want marri arden find fulfil chanc encount packi cannon nil asther wealthi exprizefight turn painter plan cruis south sea yacht alon impuls goe month idyl bliss howev turn around take home explain need full attent paint though tommi know arden love packi beg marri anyway agre sever year go muchbelov son howev packi return admit arden could stop think swept away agre sail away tommi confront rival gun order packi pretend reject arden promis arrang hunt accid arden packi without scandal would hurt son meanwhil arden come realiz child mean anyon els tell packi go tommi unawar latest develop arrang shoot accid arden figur time
1929,The Sky Hawk,American,John G. Blystone,"John Garrick, Helen Chandler",war,https://en.wikipedia.org/wiki/The_Sky_Hawk,"World War I British aviator Jack Bardell (John Garrick) is discharged from the service after a suspicious aircraft crash that his fellow pilots believe show that he was a coward in the face of the enemy. He is left temporarily paralyzed from the waist down, and enlists the aid of his mechanic Tom Berry (Billy Bevan) to rebuild a wrecked fighter aircraft. Bardell recuperates to the extent that he is able to fly again, redeeming himself during a German Zeppelin attack over London, bringing down one of the airships.",world war british aviat jack bardel john garrick discharg servic suspici aircraft crash fellow pilot believ show coward face enemi left temporarili paralyz waist enlist aid mechan tom berri billi bevan rebuild wreck fighter aircraft bardel recuper extent abl fli redeem german zeppelin attack london bring one airship
1929,Smilin' Guns,American,Henry MacRae,"Hoot Gibson, Blanche Mehaffey",western,https://en.wikipedia.org/wiki/Smilin%27_Guns,"Cowboy Jack ""Dirty Neck"" Purvin travels to San Francisco to learn how to become a refined gentleman to impress Helen van Smythe. Upon his return from San Francisco, Purvin is forced to shed his training to save van Smythe from the grasp of a count, and her mother from a jewel thief.",cowboy jack dirti neck purvin travel san francisco learn becom refin gentleman impress helen van smyth upon return san francisco purvin forc shed train save van smyth grasp count mother jewel thief
1929,Smiling Irish Eyes,American,William A. Seiter,"Colleen Moore, James Hall",drama,https://en.wikipedia.org/wiki/Smiling_Irish_Eyes,"Rory O'More leaves his sweetheart Kathleen O'Connor back in the old country while he travels to America to establish himself. He is a musician, and hopes to make it big. Kathleen grows tired of waiting and travels to America, only to find him on stage performing ""their"" song and kissing another woman. Kathleen returns to Ireland, followed by Rory, who explains everything. In the end they wed and return to America.",rori omor leav sweetheart kathleen oconnor back old countri travel america establish musician hope make big kathleen grow tire wait travel america find stage perform song kiss anoth woman kathleen return ireland follow rori explain everyth end wed return america
1929,So Long Letty,American,Lloyd Bacon,"Charlotte Greenwood, Claude Gillingwater",musical comedy,https://en.wikipedia.org/wiki/So_Long_Letty_(1929_film),"Uncle Claude comes to the Ardmore Beach Hotel to see Tommy and his wife. At the hotel, with his two granddaughters Ruth and Sally, Uncle Claude meets a wise-talking employee named Letty, which causes him to leave the hotel. When he finds Tommy, he mistakes Grace for his wife and likes her and the way she keeps a clean house. To get a big check from Uncle Claude and to see how life is with the other, the two couples switch spouses for a week.",uncl claud come ardmor beach hotel see tommi wife hotel two granddaught ruth salli uncl claud meet wisetalk employe name letti caus leav hotel find tommi mistak grace wife like way keep clean hous get big check uncl claud see life two coupl switch spous week
1929,Spite Marriage,American,Edward Sedgwick Buster Keaton,"Buster Keaton, Dorothy Sebastian",comedy,https://en.wikipedia.org/wiki/Spite_Marriage,"Elmer, a humble worker in a dry cleaning establishment, idolizes stage actress Trilby Drew (Sebastian). She, in turn, is carrying a torch for fellow actor Lionel Benmore (Edward Earle). When he spurns her for the younger Ethyl Norcrosse (Leila Hyams), she impulsively asks Elmer to marry her, only to regret it almost immediately. Her handlers extricate her from the marriage, and when Elmer finds himself first in the hands of criminals and then at sea, he is more than happy for the opportunity to forget her. But a series of coincidences throw Elmer and Trilby back together again, and she will have cause to re-evaluate her opinion of him.",elmer humbl worker dri clean establish idol stage actress trilbi drew sebastian turn carri torch fellow actor lionel benmor edward earl spurn younger ethyl norcross leila hyam impuls ask elmer marri regret almost immedi handler extric marriag elmer find first hand crimin sea happi opportun forget seri coincid throw elmer trilbi back togeth caus reevalu opinion
1929,The Squall,American,Alexander Korda,"Richard Tucker, Alice Joyce",drama,https://en.wikipedia.org/wiki/The_Squall,"In Hungary, a beautiful, young gypsy girl, Nubi, seeks shelter during a sudden squall. Nubi is given shelter by a well-to-do farmer and his family. The farmer and his family hide the girl when a brutish, older gypsy lover arrives to claim the girl and take her away. The older gypsy leaves, and Nubi is allowed to stay on with the family as a servant. Nubi does little useful work as a servant in the house, and instead proceeds to use her feminine charms to entice and bewitch various male members of the household, leading to many scenes of discord, anger, and jealousy. The spell that Nubi has put on the house is only lifted at the end of the movie when the older gypsy returns, and carries Nubi away -- with the farmer and his family no longer willing to offer protection to the troublesome gypsy girl. [1][2][3]",hungari beauti young gypsi girl nubi seek shelter sudden squall nubi given shelter welltodo farmer famili farmer famili hide girl brutish older gypsi lover arriv claim girl take away older gypsi leav nubi allow stay famili servant nubi littl use work servant hous instead proce use feminin charm entic bewitch variou male member household lead mani scene discord anger jealousi spell nubi put hous lift end movi older gypsi return carri nubi away farmer famili longer will offer protect troublesom gypsi girl 123
1929,Stark Mad,American,Lloyd Bacon,"H.B. Warner, Louise Fazenda, Jacqueline Logan",adventure,https://en.wikipedia.org/wiki/Stark_Mad,"James Rutherford has organized an expedition to the jungles of Central America to find his missing son, Bob, and his guide, Simpson. Professor Dangerfield intercepts the party, bringing with him Simpson, whose jungle experience has made him a raving maniac. They go ashore and decide to spend a night at a Mayan temple. After Irene, Bob's fiancée, disappears, they come across a gigantic ape chained to the floor, and Captain Rhodes, commander of the yacht, is abducted by a strange monster with great hairy talons. Messages are found warning the party to leave. Sewald, an explorer, is mysteriously killed by an arrow. Simpson's reason returns, and he saves the party, revealing that the demented hermit, whom he has just killed, and who formerly occupied the ruins, murdered Bob two months before.",jame rutherford organ expedit jungl central america find miss son bob guid simpson professor dangerfield intercept parti bring simpson whose jungl experi made rave maniac go ashor decid spend night mayan templ iren bob fiancé disappear come across gigant ape chain floor captain rhode command yacht abduct strang monster great hairi talon messag found warn parti leav sewald explor mysteri kill arrow simpson reason return save parti reveal dement hermit kill formerli occupi ruin murder bob two month
1929,Street Girl,American,Wesley Ruggles,"Betty Compson, John Harron",drama,https://en.wikipedia.org/wiki/Street_Girl,"The Four Seasons are a very good jazz quartet, but they perform in a New York City cafe for only $100 a week, forcing them to share a small, rundown apartment. The quartet consists of Joe Spring on clarinet, Pete Summer on accordion and guitar, Mike Fall on piano and trumpet, and an ever-pessimistic Happy Winter on violin.
On his way home one night, Mike drives off a man accosting a young blonde named Frederika Joyzelle. When she tells him she has not eaten in two days, he persuades her to share the group's dinner. She tells them that back in her homeland, she was a violinist. The highlight of her career given a command performance for her homeland's ruler, Prince Nicholaus of Aregon. Mike convinces his bandmates to allow ""Freddie"" to room with them for two weeks, after they discover she has no place to go. Freddie talks the band into asking for a raise to $200, but when they are turned down, they impulsively quit. Mike is further discouraged when they return to the apartment to find Freddie gone.
However, Freddie soon returns with great news. She has spent all day trying to convince Keppel, the owner of the well-known Little Aregon Cafe, to give the quartet a tryout. She finally succeeded, and at a salary of $300 a week. She gets a job there too, as a cigarette girl and part-time violinist. As time goes on, Mike falls in love with Freddie, but is unsure how she feels about him.
Prince Nicholaus of Aregon is in town, trying to arrange financing for his country. He and his entourage go to the cafe, much to Keppel's delight. When Freddie performs for him, he remembers her and kisses her on the forehead. The newspaper coverage of the kiss causes the cafe to skyrocket in popularity overnight. When a competitor of Keppel's asks the group to perform at his establishment, Keppel wins a bidding war by raising their wages to $3000 a week. This enables them to move into a much fancier apartment. However, the kiss also causes Mike to become jealous to the point of quitting the band.
The popularity of Keppel's cafe allows him to move into the larger ""Club Joyzelle"". With the help of Prince Nicholaus, Freddie and Mike are reunited in time for the grand opening. Even Happy, who is anything but, smiles as a result.",four season good jazz quartet perform new york citi cafe 100 week forc share small rundown apart quartet consist joe spring clarinet pete summer accordion guitar mike fall piano trumpet everpessimist happi winter violin way home one night mike drive man accost young blond name frederika joyzel tell eaten two day persuad share group dinner tell back homeland violinist highlight career given command perform homeland ruler princ nicholau aregon mike convinc bandmat allow freddi room two week discov place go freddi talk band ask rais 200 turn impuls quit mike discourag return apart find freddi gone howev freddi soon return great news spent day tri convinc keppel owner wellknown littl aregon cafe give quartet tryout final succeed salari 300 week get job cigarett girl parttim violinist time goe mike fall love freddi unsur feel princ nicholau aregon town tri arrang financ countri entourag go cafe much keppel delight freddi perform rememb kiss forehead newspap coverag kiss caus cafe skyrocket popular overnight competitor keppel ask group perform establish keppel win bid war rais wage 3000 week enabl move much fancier apart howev kiss also caus mike becom jealou point quit band popular keppel cafe allow move larger club joyzel help princ nicholau freddi mike reunit time grand open even happi anyth smile result
